t_id,u_id,t_type,i_id,t_date,t_amount
1879,187,Purchase,888,2024-10-14T15:43:05.868836,30036
1880,168,Sale,31,2025-04-19T09:34:59.427770,12710
1881,373,Sale,86,2025-04-17T03:52:06.677134,65490
1882,247,Sale,281,2024-12-28T12:55:11.290747,9985
1883,363,Refund,357,2025-04-10T11:07:14.944059,53984
1884,415,Rental,764,2025-03-07T00:50:35.799531,37636
1885,485,Rental,525,2025-03-26T16:11:32.978887,21020
1886,89,Sale,257,2025-02-27T12:16:14.629953,110400
1887,455,Refund,867,2025-04-15T05:57:11.729337,70973
1888,299,Refund,106,2025-04-02T23:59:36.989613,35091
1889,106,Rental,814,2024-11-23T07:20:00.496346,15713
1890,229,Rental,905,2024-10-23T03:46:13.845150,80300
1891,164,Purchase,836,2025-04-14T02:14:19.218122,2288
1892,103,Refund,440,2025-01-25T16:25:57.681793,16650
1893,324,Purchase,920,2025-02-24T05:33:51.231293,22464
1894,456,Purchase,172,2025-04-09T07:09:49.261478,19087
1895,210,Refund,601,2025-03-19T04:47:37.646867,14349
1896,16,Purchase,408,2025-04-08T15:01:07.893918,12951
1897,166,Rental,829,2025-03-01T09:36:11.359189,41928
1898,126,Purchase,367,2025-04-08T14:39:52.216849,34208
1899,191,Refund,673,2025-04-06T15:24:00.246966,7891
1900,161,Purchase,799,2025-01-22T05:23:40.675566,12960
1901,353,Purchase,327,2024-12-31T17:25:01.406413,24075
1902,239,Refund,219,2025-03-03T19:39:19.684385,38858
1903,34,Rental,576,2024-12-30T22:52:52.404382,17173
1904,109,Sale,617,2025-04-09T14:26:30.416074,2520
1905,143,Purchase,575,2025-04-03T02:11:13.738331,38610
1906,388,Rental,699,2025-02-18T19:46:25.263505,52869
1907,164,Sale,833,2025-02-02T17:07:21.470649,7240
1908,411,Rental,51,2025-03-22T13:19:57.147338,115152
1909,141,Rental,48,2024-12-20T12:38:09.491915,22258
1910,232,Sale,128,2024-12-03T15:47:13.439268,34458
1911,303,Rental,335,2025-03-28T12:36:20.832275,19956
1912,11,Refund,591,2025-02-27T04:07:52.838784,1283
1913,402,Purchase,660,2025-04-10T01:07:36.578212,20300
1914,68,Rental,292,2025-03-31T12:28:53.163879,6554
1915,274,Purchase,918,2024-10-19T04:31:59.537697,11369
1916,9,Purchase,661,2025-02-17T18:37:30.850186,4464
1917,425,Rental,98,2024-08-30T12:49:54.342956,32562
1918,141,Refund,309,2024-07-28T07:44:45.050632,67506
1919,41,Refund,410,2025-04-11T23:50:57.845248,2680
1920,25,Rental,628,2025-01-16T04:19:21.148392,25659
1921,233,Rental,714,2024-06-30T05:36:24.162324,18938
1922,192,Purchase,864,2024-10-17T12:44:14.034249,6190
1923,25,Purchase,230,2024-09-29T12:43:35.060948,5818
1924,166,Rental,108,2024-08-28T08:04:04.103390,15256
1925,46,Sale,175,2025-02-14T14:41:22.343421,75144
1926,416,Refund,924,2025-04-08T12:54:40.197557,23148
1927,479,Purchase,6,2025-02-26T23:52:49.068322,10482
1928,402,Purchase,905,2025-01-20T17:13:01.752162,32120
1929,485,Refund,50,2025-04-16T16:55:00.851590,2130
1930,169,Rental,271,2025-02-02T12:36:57.512100,53703
1931,88,Sale,716,2025-04-17T21:22:11.148666,164110
1932,62,Sale,472,2025-03-02T03:17:23.690334,53376
1933,76,Rental,883,2024-07-29T17:02:37.740507,75644
1934,63,Sale,685,2025-03-22T08:02:55.242181,49761
1935,339,Rental,490,2024-09-08T13:38:14.442518,54348
1936,396,Rental,330,2025-02-08T02:57:08.973371,2024
1937,136,Refund,95,2025-03-26T01:57:39.952215,13290
1938,181,Sale,85,2025-03-29T07:54:39.403366,13832
1939,40,Purchase,712,2025-02-13T04:43:57.646862,28160
1940,109,Purchase,62,2024-11-06T22:46:30.022391,11316
1941,240,Rental,222,2024-11-22T02:59:14.730936,53540
1942,54,Refund,500,2025-02-03T07:22:08.587528,14540
1943,303,Refund,834,2025-02-15T06:41:48.308704,43225
1944,233,Sale,726,2025-01-11T05:29:51.531965,13316
1945,67,Sale,937,2025-03-04T19:33:18.066387,46404
1946,500,Rental,395,2025-04-07T15:47:13.360645,72880
1947,104,Rental,526,2024-07-16T04:56:19.215450,3488
1948,143,Rental,71,2025-04-12T22:01:40.094298,6009
1949,158,Purchase,703,2025-03-09T18:55:09.457031,57678
1950,449,Purchase,473,2025-01-02T13:30:57.488412,26724
1951,9,Rental,247,2024-12-17T13:13:57.654011,6546
1952,15,Rental,274,2024-12-16T16:47:57.824177,6021
1953,181,Refund,464,2025-01-19T04:24:01.204226,8097
1954,282,Purchase,950,2025-03-28T03:42:58.091126,14700
1955,109,Sale,442,2025-01-06T04:05:31.098879,95431
1956,221,Refund,515,2025-04-13T19:34:20.117809,7637
1957,140,Refund,452,2024-10-28T21:43:40.086542,26632
1958,333,Rental,51,2025-01-08T14:47:26.237988,100758
1959,151,Sale,199,2025-01-15T08:46:33.795070,19614
1960,305,Refund,181,2025-01-19T01:55:36.494482,23408
1961,222,Purchase,532,2024-08-11T23:21:49.987579,3427
1962,128,Purchase,662,2025-04-10T05:04:43.722187,1561
1963,28,Purchase,118,2025-02-27T03:34:27.609645,42654
1964,123,Purchase,273,2025-02-11T03:08:19.959677,15979
1965,116,Rental,283,2025-03-17T19:48:26.589499,68768
1966,52,Sale,403,2025-04-18T22:50:46.822396,47280
1967,106,Sale,508,2025-03-21T16:04:05.714551,16538
1968,327,Refund,356,2024-11-22T06:44:08.033045,84490
1969,376,Purchase,295,2025-04-16T11:23:06.693645,20788
1970,258,Rental,190,2025-04-14T02:48:22.569767,63804
1971,437,Sale,313,2025-03-29T18:39:01.077252,18978
1972,349,Purchase,323,2024-11-16T08:06:21.836326,4387
1973,171,Rental,192,2025-01-23T14:38:50.630407,19338
1974,7,Rental,986,2025-03-21T23:46:52.073032,32830
1975,11,Sale,343,2025-01-19T06:11:18.940331,42426
1976,40,Sale,903,2025-04-08T05:51:02.469730,44946
1977,437,Purchase,779,2025-04-18T14:48:36.536024,10152
1978,497,Rental,361,2025-02-07T22:05:33.952764,79420
1979,251,Sale,2,2024-12-24T01:48:53.951744,45712
1980,24,Purchase,113,2025-02-21T03:34:13.652472,37311
1981,117,Sale,856,2025-01-22T18:11:02.931337,13838
1982,49,Purchase,794,2025-01-25T02:19:10.356423,12074
1983,377,Refund,824,2025-03-18T01:54:20.907859,4842
1984,377,Refund,503,2025-01-20T17:41:23.258763,50445
1985,340,Rental,264,2025-01-12T11:35:32.669976,54897
1986,235,Purchase,374,2025-04-12T09:54:30.324209,16166
1987,364,Refund,309,2024-10-20T05:31:50.615035,101259
1988,340,Rental,794,2025-02-12T11:26:38.844816,6037
1989,352,Purchase,277,2025-04-13T22:03:09.845858,2438
1990,439,Sale,421,2025-03-15T07:22:59.341787,7719
1991,183,Rental,146,2025-02-08T03:13:23.474499,12201
1992,296,Rental,251,2025-04-01T17:03:00.126212,32337
1993,382,Purchase,212,2025-03-27T15:56:30.999293,10414
1994,489,Rental,943,2025-04-18T22:34:39.253159,4701
1995,141,Rental,989,2025-03-26T04:32:29.660562,57591
1996,136,Refund,180,2025-02-15T10:23:36.894911,49785
1997,302,Rental,401,2025-04-12T11:49:19.362494,16212
1998,98,Purchase,317,2025-02-17T22:59:36.626061,23301
1999,176,Purchase,719,2024-09-18T07:30:17.947865,13663
2000,233,Refund,815,2025-04-15T22:51:21.340065,5376
